loc,locj,phi,trise,NAR,active_trimer,S2c,S2n,pS2c,pS2n,S4c,S4n,pS22c,pS22n,pS24c,pS24n,pS224c,pS224n
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,1,1.15295008336563,442.893128149789,1.10795329495266,0.0666637763145094,25.5898316437586,19.9690707840383,0.449313858823617,0.154206137434434,45.687755421748,50.6836951275162,0.0171906103022152,0.00965148652578685,2.45965179617692,1.01355373747507,0.0886801465674514,0.0666637763145094
16,1,1.21841865252413,2128.68677606087,1.07639316347634,0.740874365293537,20.9562877846116,16.3532765649511,0.629371179093442,0.977771721827023,44.333380323689,45.8358112482477,0.0360407176788243,0.129335228191579,3.41429351083742,5.49478257369556,0.180858015809879,0.740874365293537
20,1,0.992110625323879,321.918156640104,1.01493533753904,0.0415942861189586,26.2974385925367,20.5212531291252,0.416139093396273,0.0204672168611627,45.8823010047694,51.5310597003148,0.0146409688004165,0.00570263505057241,2.2746572694178,0.194606606531427,0.075781153744912,0.0415942861189586
23,1,0.808354306786853,4697.1228875764,0.622210287633686,0.626364816106591,5.93417461431406,4.63074374883106,0.494854544209183,0.923710028223273,46.2768008665384,45.0712374870897,0.0227640668624305,0.111737423638728,2.83007612339859,5.07588014384983,0.119640580500722,0.626364816106591
40,1,0.772241033453445,3401.28417427153,0.670999039331113,0.000847431589154242,17.392053698008,13.5719201364766,5.92540443798307,2.7072365503858,0.00057101108675278,0.00695909672657685,4.26821749541339,0.931027945810739,0.000401266062966479,0.00233467764923078,0.000231542586442895,0.000847431589154242
8,1,0.716117577005562,4898.9337965679,0.541028188786187,2.58070326640837,13.0994870912098,10.2222082202443,1.12692873879283,2.039058354264,41.2431391864371,39.8418470595927,0.140877798663721,0.523766085877897,5.73612790869669,9.9108704421857,0.687312486147953,2.58070326640837
6,1,0.620531563175586,5548.34261758273,0.445191853643769,1.84959611645392,11.1749185820296,8.7203676553044,1.84656082893591,1.73948106179607,39.4194914706598,39.4476367798467,0.408338420615025,0.380101402790921,8.92984560993666,8.39410729845159,1.95932353313933,1.84959611645392
33,1,0.5171725439261,6360.1999694326,0.341866995483653,3.0574673245683,9.06570827761373,7.07444163384135,0.582821477356811,1.41116266588141,105.473332645,97.617609675308,0.0311164368355777,0.254354368398575,7.64538199719939,16.7619095449011,0.386349063909005,3.0574673245683
7,1,0.67766839032406,5176.58365941434,0.501784695682418,2.24057915206372,12.2443717402837,9.55491733614038,1.46323967877545,1.90595149395383,40.3765408437872,39.6651119205454,0.250112672954776,0.457159633397401,7.26602478077001,9.23369580960943,1.21804812945805,2.24057915206372
19,1,1.0201523106229,340.173027366287,1.03142136819992,0.0457516447756975,26.1078549041255,20.3733111595927,0.425244012823227,0.0565406733658542,45.8304646444294,51.3007416514919,0.0153136841696547,0.00634135077335527,2.32565025843259,0.418198004400815,0.0791938122124018,0.0457516447756975
11,1,0.0239903290613495,8875.94407803138,0.0118986139823284,8.21826934042709,0.525040233164274,0.409716108838448,1.19188610305013,4.08637370505306,37.1531378447854,32.3544369188794,0.155696681771123,2.05903303237496,5.54716054299795,16.0801657949348,0.646829690111455,8.21826934042709
21,1,0.66964598691271,5513.4801445603,0.484785145746932,0.00247167388735331,0.279814889006263,0.218354047919508,0.0641628695371192,0.0435558162375218,49.6597546937118,49.6803133286981,0.000355656189515022,0.00038103615293315,0.390248643926749,0.265200578731618,0.00201109883790703,0.00247167388735331
